priority,course_name,city,county,zip,website,booking_software,golfnow_listed,contact_name,contact_title,contact_email,contact_phone,notes,source_url
MEDIUM,Deer Run Golf Course & Restaurant,Horton,Jackson,49246,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJa6eku9AXPYgRwUoz6-5VC_U
MEDIUM,Ella Sharp Park Golf Course,Jackson,Jackson,49203,http://www.ellasharppark.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMc1Wz98kPYgRno2gyh6932c
MEDIUM,Cascades Golf Course,Jackson,Jackson,49203,http://www.cascadesgolfcourse.com/,Tee It Up,NO,,,pfischmeister@mijackson.org,(517) 788-4323,,https://www.google.com/maps/place/?q=place_id:ChIJmxBckNc6PYgRovR7iw2c9gI
MEDIUM,Grande Golf Club,Jackson,Jackson,49201,http://www.grandegolfclub.com/,Golf18 Network,NO,,,info@grandegolfclub.com,(517) 768-9494,,https://www.google.com/maps/place/?q=place_id:ChIJp1MKpAwkPYgRsUiz0Ac9C-I
MEDIUM,Lakeland Hills Golf Club,Jackson,Jackson,49201,http://www.lakelandhillsgolf.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOx8FrL8nPYgRJULPlqEQhGs
MEDIUM,Hickory Hills Golf Club,Jackson,Jackson,49201,http://www.hickoryhillsjackson.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJnZHcKv46PYgRviB_9vOLENM
MEDIUM,Gauss's Green Valley Golf Course,Jackson,Jackson,49201,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1Y6WyyAnPYgR8qWXOUuHhKA
MEDIUM,Cascade driving range,Jackson,Jackson,49203,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSY_reC4lPYgRtEqXX_WUEp8
MEDIUM,The Back Nine Golf,Jackson,Jackson,49202,https://thebackninegolf.com/jackson-mi/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJS0XCewvPYgRta2zbp_sdhc
MEDIUM,Pine Hills Golf Course,Laingsburg,Shiawassee,48848,http://www.golfpinehillsgc.com/,foreUP,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJlakB1b78IogRvzLWXWPN9zY
MEDIUM,Rolling Hills Golf Club,Lapeer,Lapeer,48446,http://golfrh.com/,Tee It Up,NO,,,martin@golfrh.com,810-664-2281,,https://www.google.com/maps/place/?q=place_id:ChIJ-QaBr5djJIgRbbaRzVnCFFQ
MEDIUM,Seven Lakes Golf Course Ltd,LaSalle,Essex,N9H 0E5,http://www.sevenlakesgolf.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfzABdwMvO4gREJ_AOqNkkq0
MEDIUM,Eldorado Golf Course,Mason,Ingham,48854,http://www.eldorado27.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJb4XSCbvFIogRv9qpqNG3jGo
MEDIUM,Briar Ridge Golf Course,Montrose,Genesee,48457,http://www.briarridgegolf.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ61qo8UWYI4gRrlRTVFJzjsw
MEDIUM,Beechwood Greens Golf Course,Mount Morris,Genesee,48458,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBZ0S0MKFI4gRiyD4JfuTsaE
MEDIUM,Fit Physique,New Lothrop,Shiawassee,48460,http://www.fitphysiquellc.com/,Manual / Phone Only,NO,,,FitPhysiqueLLC@gmail.com,(810) 444-6051,,https://www.google.com/maps/place/?q=place_id:ChIJ9T6MQEuiI4gRT71i-voWlGA
MEDIUM,T's Sports Club - Indoor Golf and Pickleball,New Lothrop,Shiawassee,48460,https://tssportsclub.com/,Manual / Phone Only,NO,,,tssportsclub1@gmail.com,(810) 666-1506,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJhWrfW3ijI4gRl871XhkpHZw
MEDIUM,Golf Simulator at Fit Physique,New Lothrop,Shiawassee,48460,https://fitphysique.simplybook.me/v2/,Unknown Online Booking,NO,,,fitphysiquellc@gmail.com,,,https://www.google.com/maps/place/?q=place_id:ChIJfRCacMujI4gR9Dv6hKm0KaA
MEDIUM,College Fields Golf Club,Okemos,Ingham,48864,http://www.collegefields.net/,foreUP,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJB-MyS-DCIogRsGTkP4wBo6k
MEDIUM,Indian Hills Golf Course,Okemos,Ingham,48864,https://www.indianhillsmi.com/,Manual / Phone Only,NO,,,user@domain.com,(517) 349-1010,,https://www.google.com/maps/place/?q=place_id:ChIJDeQzBa3CIogR87zyuZpizsA
MEDIUM,X-Golf Lansing,Okemos,Ingham,48864,http://www.xgolflansing.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJeSnOkU_dIogR437UTjIqHoo
MEDIUM,MAC Legends Indoor Golf,Okemos,Ingham,48864,https://maclegends.com/,Manual / Phone Only,NO,,,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,(517) 721 1402,,https://www.google.com/maps/place/?q=place_id:ChIJaz7BQcLdIogRAs7TUhl6hCE
MEDIUM,Game Day Gear,Okemos,Ingham,48864,https://www.gamedaygear.online/,Manual / Phone Only,NO,,,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,(517) 721-1402,,https://www.google.com/maps/place/?q=place_id:ChIJf2raW7HdIogR8r_MiOoXyiU
MEDIUM,Back 2 the Tee,Owosso,Shiawassee,48867,https://back2thetee.com/,Manual / Phone Only,NO,,,back2thetee@gmail.com,(989) 721-6345,,https://www.google.com/maps/place/?q=place_id:ChIJmyB-xw0HI4gR7oH3HnR_ufU
MEDIUM,Virtual Tee Systems Michigan,Owosso,Shiawassee,48867,https://www.virtualtee.golf/,Manual / Phone Only,NO,,,info@stagheaddesigns.com,(505) 404-3062,,https://www.google.com/maps/place/?q=place_id:ChIJry2ivNgHI4gR1ldcFwgSPRY
MEDIUM,Hankerd Hills Golf Course,Pleasant Lake,Jackson,49272,http://www.golfhankerdhills.com/,Unknown Online Booking,NO,,,Hankerdhills@yahoo.com,(517) 769-2507,,https://www.google.com/maps/place/?q=place_id:ChIJi9637GkrPYgRVHVtEDn3IjQ
MEDIUM,Genesee Valley Golf Course,Swartz Creek,Genesee,48473,http://www.genesseevalleygolfcourse.com/,Club Caddie,NO,,,geneseevalleygolf@gmail.com,(810) 732-1401,,https://www.google.com/maps/place/?q=place_id:ChIJO85Maad3I4gRcgEQtWX2IWs
MEDIUM,Raisin Valley Golf Club,Tecumseh,Lenawee,49286,http://www.raisinvalleygolfclub.com/,Club Caddie,NO,,,info.raisinvalleygc@gmail.com,517-423-2050,,https://www.google.com/maps/place/?q=place_id:ChIJs3_A2LDsPIgRRBqwOd3nGPs
MEDIUM,Tecumseh Golf Club,Tecumseh,Lenawee,49286,https://www.tecumsehgolfclub.com/,Club Caddie,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJoxtAI7qUPIgRVHizcq9ij44
MEDIUM,Silver Tee Driving Range,Tecumseh,Essex,N0R 1L0,http://silverteegolf.com/,Unknown Online Booking,NO,,,bookings@silverteegolf.com,519-966-4911,,https://www.google.com/maps/place/?q=place_id:ChIJ47jthDspO4gRvX9sGf0yUkU
MEDIUM,Royal 47 Golf Club,Tecumseh,Essex,N0R 1K0,https://www.royal47golf.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJoZkO1GwoO4gRAe3jMpD-3Ks
MEDIUM,Oak Lane Golf Course,Webberville,Ingham,48892,http://www.oaklanegolf.com/,Tee It Up,NO,,,contact@oaklanegolf.com,(517) 521-3900,,https://www.google.com/maps/place/?q=place_id:ChIJx0oGPDMiI4gRAw7_GUKwQvo
MEDIUM,Brookshire Inn & Golf Club,Williamston,Ingham,48895,https://www.brookshiregolfclub.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJkZZjQpffIogRd631bonRkZg
MEDIUM,Wheatfield Valley Golf,Williamston,Ingham,48895,http://wheatfieldvalley.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWVf9NhHfIogRGJ5Zrzj-ZiA
MEDIUM,Big Time Entertainment,Windsor,Essex,N8X 1T3,https://big-time.ca/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrcZUld8tO4gRwqzCkI30chc
MEDIUM,Ambassador Golf Club,Windsor,Essex,N9J 3Y7,http://www.ambassadorgolfclub.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPWoVUfoxO4gRrte5QaVWmxc
MEDIUM,Roseland Golf Club,Windsor,Essex,N9G 1S8,https://roselandgolfclub.ca/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJq3Qu67ouO4gRhDsy4GalNg4
MEDIUM,Next Golf,Windsor,Essex,N9E 4M1,https://www.nextgolf.ca/location/windsor,Manual / Phone Only,NO,,,SUDBURY@NEXTGOLF.CA,905-803-9913,,https://www.google.com/maps/place/?q=place_id:ChIJG_zsICEtO4gRJ578viEJa0Q
MEDIUM,Par24 Indoor Golf,Windsor,Essex,N8W 4J5,https://par24.ca/,Manual / Phone Only,NO,,,hi@mystore.com,(555) 555-5555,,https://www.google.com/maps/place/?q=place_id:ChIJU9vMQeMrO4gRsbwpAeUkt5E
LOW,Lakewood Shores Resort,,Iosco,48750,http://www.lakewoodshores.com/,Manual / Phone Only,NO,,,RESERVATIONS@LAKEWOODSHORES.COM,989-739-2073,,https://www.google.com/maps/place/?q=place_id:ChIJyzysiKs4J4gREK7KvKXcibU
LOW,The Gailes Golf Course,,Iosco,48750,https://www.lakewoodshores.com/gailes,Manual / Phone Only,NO,,,RESERVATIONS@LAKEWOODSHORES.COM,(989) 739-2073,,https://www.google.com/maps/place/?q=place_id:ChIJM0twwVhHJ4gRT0MTiX07ji4
LOW,The Wee Links Golf Course,,Iosco,48750,https://www.lakewoodshores.com/weelinks,Manual / Phone Only,NO,,,RESERVATIONS@LAKEWOODSHORES.COM,(989) 739-2073,,https://www.google.com/maps/place/?q=place_id:ChIJTSND4SY5J4gRB5oCzYNebVk
LOW,the Serradella Golf Course at Lakewood Resort,,Iosco,48750,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJUpdEQA5J4gR-Aev0fPIulM
LOW,Boulder Creek Golf Club & Restaurant,,Kent,49306,https://bouldercreekgolfclub.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJo1fqJXVVGIgRaJ1R6EG-boY
LOW,Wallinwood Springs Golf Club,,Ottawa,49428,http://wallinwoodsprings.com/,Tee It Up,NO,,,info@wallinwoodsprings.com,616-457-9920,,https://www.google.com/maps/place/?q=place_id:ChIJZ94zPeS6GYgRXuwGc9Q36D0
LOW,The Bear Golf Course,Acme,Grand Traverse,49610,https://www.grandtraverseresort.com/golf/bear/?utm_source=gmb&utm_medium=organic&utm_campaign=local,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy6-lbcjRH4gRqhfLDzTdbeQ
LOW,The Wolverine Golf Course,Acme,Grand Traverse,49610,https://www.grandtraverseresort.com/golf/wolverine//?utm_source=gmb&utm_medium=organic&utm_campaign=local,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtffekrPRH4gRbgnPTdZ0-ow
LOW,Spruce Run Golf Course,Acme,Grand Traverse,49610,https://www.grandtraverseresort.com/golf/sprucerun/?utm_source=gmb&utm_medium=organic&utm_campaign=local,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJuel6u47RH4gRjrDtVtZ01ss
LOW,Cheshire Hills Golf Course,Allegan,Allegan,49010,https://www.cheshirehills.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJTSOLEohgF4gR_GhmF4mEYfE
LOW,The Fairways Downtown & Back Deck Axe Throwing,Allegan,Allegan,49010,https://www.facebook.com/profile.php?id=100094861613985,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJIfVDWJPfGYgRhz5pOC85XX0
LOW,The Meadows at Grand Valley State University,Allendale,Ottawa,49401,http://gvsu.edu/meadows/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOVpIyueiGYgREEU_GOfkfNU
LOW,Alpena Golf Club,Alpena,Alpena,49707,http://www.alpenagolfclub.com/,foreUP,NO,,,agci@alpenagolfclub.com,989-354-5052,,https://www.google.com/maps/place/?q=place_id:ChIJze_O1GleM00R_q_ma5LD548
LOW,Rusty Petunias Marketplace,Alpena,Alpena,49707,http://www.rustypetuniasmarketplace.com/,Manual / Phone Only,NO,,,rustypetunias@hotmail.com,(989) 340-2194,,https://www.google.com/maps/place/?q=place_id:ChIJZfAIrGNdM00RhRc3xApe7Rg
LOW,Bogey's Indoor Golf of Alpena,Alpena,Alpena,49707,https://www.bogeysalpena.com/,Manual / Phone Only,NO,,,hi@mystore.com,(555) 555-5555,,https://www.google.com/maps/place/?q=place_id:ChIJabeab9RfM00RuX_M_6w9b3E
LOW,Rusty Petunias Indoor Golf,Alpena,Alpena,49707,https://www.rustypetuniasmarketplace.com/rustysindoorgolf,Manual / Phone Only,NO,,,rustypetunias@hotmail.com,(989) 340-2194,,https://www.google.com/maps/place/?q=place_id:ChIJV7cvI95dM00RRzsxaIf-tyM
LOW,Arcadia Bluffs Golf Club,Arcadia,Manistee,49613,https://arcadiabluffs.com/,Manual / Phone Only,NO,,,hello@edencreative.co,(800) 494-8666,,https://www.google.com/maps/place/?q=place_id:ChIJj4N66SN4HogRzGgIaO7EE-4
LOW,The Dozen at Arcadia Bluffs,Arcadia,Manistee,49613,https://www.arcadiabluffs.com/,Manual / Phone Only,NO,,,hello@edencreative.co,(800) 494-8666,,https://www.google.com/maps/place/?q=place_id:ChIJkXcXJVB5HogReBlTPt3GfZ0
LOW,Knollview Golf,Au Gres,Arenac,48703,http://www.knollviewgolf.com/,Manual / Phone Only,NO,,,knollviewgolf@gmail.com,989-876-4653,,https://www.google.com/maps/place/?q=place_id:ChIJf2ul_II6IYgRqp5FN0R5fAQ
LOW,Golf Practice Now,Augusta,Kalamazoo,49012,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJU31YGnKNF4gRXLEvWTVbCME
LOW,Stoatin Brae Golf Club,Augusta,Kalamazoo,49012,http://gulllakeview.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8c0cb0OMF4gRoY68wGrRTLI
LOW,Stonehedge Golf Club,Augusta,Kalamazoo,49012,http://gulllakeview.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJc9a0bHWMF4gR7RXDDOOnj0o
LOW,Gull lake View West Course,Augusta,Kalamazoo,49012,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk6qtIwCPF4gR625ssqCvbg4
LOW,Gull Lake View East Course,Augusta,Kalamazoo,49012,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJz_t5RACPF4gRv6jrsMcKFPI
LOW,Marquette Trails Golf Club,Baldwin,Lake,49304,http://marquettetrailsgc.com/,Unknown Online Booking,NO,,,golf@carrinter.net,231-898-2450,,https://www.google.com/maps/place/?q=place_id:ChIJW3Z5C0DIHogRoHhZOCGS2MY
LOW,Binder Park Golf Course,Battle Creek,Calhoun,49014,http://www.binderparkgolf.com/,Unknown Online Booking,NO,,,name@domain.com,(269) 979-8250,,https://www.google.com/maps/place/?q=place_id:ChIJO1K57VHuF4gRDSkotvUeTwc
LOW,Squirrel Hollow Golf Course,Battle Creek,Calhoun,49015,http://www.squirrelhollow.net/,Quick18,NO,,,user@domain.com,,,https://www.google.com/maps/place/?q=place_id:ChIJrTmXsvvsF4gRaItH4htaqEg
LOW,Riverside Golf Club & Banquet Center,Battle Creek,Calhoun,49015,http://www.bcriverside.com/,Manual / Phone Only,NO,,,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,(269) 964-0291,,https://www.google.com/maps/place/?q=place_id:ChIJo-dtXPnxF4gR0Yc7GJh_G84
LOW,Custer Greens Golf Course,Battle Creek,Calhoun,49037,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_____7_tF4gRhtu-9Kpcww0
LOW,Bay Valley Resort & Conference Center,Bay City,Bay,48706,http://www.bayvalley.com/,foreUP,NO,,,frontdesk@bayvalley.com,989-686-3500,,https://www.google.com/maps/place/?q=place_id:ChIJvXhAmHTeI4gRLOKv_xvaPZI
LOW,Governor's Quarters,Bay City,Bay,48706,http://governorsquarters.beer/,Manual / Phone Only,NO,,,governorsquarters@live.com,989-893-6111,,https://www.google.com/maps/place/?q=place_id:ChIJQbGbKvTgI4gRQ_yg987PoNY
LOW,White Birch Hills Golf Course,Bay City,Bay,48706,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtZR9oqHYI4gRXV0uvTuG_xE
LOW,BC Golf Sim,Bay City,Bay,48706,http://www.bcgolfsim.com/,Manual / Phone Only,NO,,,hi@mystore.com,(555) 555-5555,,https://www.google.com/maps/place/?q=place_id:ChIJD9OqYPXhI4gRx7JZvmYS-Us
LOW,Arcadia Bluffs South Course,Bear Lake,Manistee,49614,https://arcadiabluffs.com/the-south-course,Manual / Phone Only,NO,,,hello@edencreative.co,(231) 889 7707,,https://www.google.com/maps/place/?q=place_id:ChIJdaEfN_t4HogRiS9BbEz4H30
LOW,Chestnut Hills Golf Course,Bear Lake,Manistee,49614,https://chestnutgolf.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK9_Lt5xwHogR_D1gVl5inFU
LOW,Wolf River Golf Park,Bear Lake,Manistee,49614,http://www.wolfrivergolfpark.com/,Unknown Online Booking,NO,,,info@wolfrivergolfpark.com,231-398-3980,,https://www.google.com/maps/place/?q=place_id:ChIJMeB1Pa57HogR9IaBhcvtT-w
LOW,Candlestone Inn & Golf,Belding,Ionia,48809,https://candlestoneresort.com/,Lightspeed/Chronogolf,NO,,,frontdesk@candlestone.com,616-794-1580,,https://www.google.com/maps/place/?q=place_id:ChIJh_2Tks-KGIgRig5G4Wph-cY
LOW,Shanty Creek Resort - Cedar River Golf Course,Bellaire,Antrim,49615,http://shantycreek.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJA6S2xna0Sk0RP5EfZl0epeQ
LOW,Shanty Creek Resort - The Legend Golf Course,Bellaire,Antrim,49615,https://www.shantycreek.com/golf/courses-rates/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZUArJ3S0Sk0RXov8M8gvKDw
LOW,The Chief Golf Course,Bellaire,Antrim,49615,http://www.golfthechief.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJD9-RlA20Sk0R46z6rx_EYCk
LOW,Shanty Creek Resort - Hawk's Eye Golf Course,Bellaire,Antrim,49615,https://www.shantycreek.com/golf/courses-rates,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJES03OUKzSk0RLlclJE3uv8Q
LOW,Shanty Creek Resort - Summit Golf Course,Bellaire,Antrim,49615,https://www.shantycreek.com/golf/courses-rates/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_ZzQzHW0Sk0RUGOis6P7R3Y
LOW,Bellaire Centennial Golf Club,Bellaire,Antrim,49615,http://www.golfthecentennial.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhTXz21KxSk0Rv38ezhQXpio
LOW,The Farm Golf Course,Bellaire,Antrim,49615,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrUbRdEexSk0RpTbWxogMtkE
LOW,Shanty Creek Resort - Cedar River Pro Shop,Bellaire,Antrim,49615,https://www.shantycreek.com/golf/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJA6S2xna0Sk0RPtaQTW78f6w
LOW,Gabby's Restaurant,Bellaire,Antrim,49615,http://gabbyrestaurant.com/,Manual / Phone Only,NO,,,contact@sansoxygen.com,231-533-6886,,https://www.google.com/maps/place/?q=place_id:ChIJi6ta5cuxSk0RzAbFEM6ycAw
LOW,"Blossom Trails Golf Club, Inc.",Benton Harbor,Berrien,49022,http://blossomtrailsgolfclub.com/,Manual / Phone Only,NO,,,impallari@gmail.com,269.925-4951,,https://www.google.com/maps/place/?q=place_id:ChIJDXAqAwPGEIgRjZnVuoukPTA
LOW,Pinecroft Golf Course,Benzonia,Benzie,49616,http://pinecroftgolf.com/,Manual / Phone Only,NO,,,info@pinecroftgolf.com,(231) 882-9100,,https://www.google.com/maps/place/?q=place_id:ChIJ9yuB4jdtHogRHEwBbIa7o8s
LOW,Champion Hill Golf Course,Beulah,Benzie,49617,http://www.championhill.com/,Manual / Phone Only,NO,,,info@championhill.com,(231) 882-9200,,https://www.google.com/maps/place/?q=place_id:ChIJlZOXODMTHogRZUjbZX8_4SU
LOW,Crystal Lake Golf,Beulah,Benzie,49617,https://www.crystallakegolfmi.com/,Manual / Phone Only,NO,,,user@domain.com,(231) 882-4061,,https://www.google.com/maps/place/?q=place_id:ChIJZyFlkMkSHogRypOTGP1efSk
LOW,Ferris State University Katke Golf Course,Big Rapids,Mecosta,49307,https://www.ferris.edu/katke/,foreUP,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJyc3tVz_TGIgRhisX0_XD8Qc
LOW,Clear Lake Golf Club,Big Rapids,Mecosta,49307,https://clearlakegolfclub.com/,Club Caddie,NO,,,info@clearlakegolfclub.com,(231) 796-8200,,https://www.google.com/maps/place/?q=place_id:ChIJM8IRRMPMGIgRyNeoi_FRI8Q
LOW,The Alpine Golf Course,Boyne City,Charlevoix,49712,https://www.boynegolf.com/eleven-courses/the-alpine,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCV0fN46hSk0RyuMlLXtOuew
LOW,The Monument Golf Courses,Boyne City,Charlevoix,49712,https://www.boynegolf.com/eleven-courses/the-monument,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJle4cOnWhSk0RxjaaseXsg_Y
LOW,Boyne Mountain Resort,Boyne Falls,Charlevoix,49713,https://www.boynemountain.com/,Manual / Phone Only,NO,,,noreply@boyneresorts.com,855-688-7024,,https://www.google.com/maps/place/?q=place_id:ChIJK41ab4-hSk0RUdnW48_X9i4
LOW,Alpine Golf Course,Boyne Falls,Charlevoix,49713,http://www.boyne.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJRZDW46hSk0RX9WqJ0UJYEU
LOW,The Monument Golf Course,Boyne Falls,Charlevoix,49713,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJXwfPCAChSk0R1mXPjRJTcWE
LOW,Springbrook Golf Course,Boyne Falls,Charlevoix,49713,https://springbrookgolf.com/,foreUP,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPRiOVethNU0RBdos-tD2pxk
LOW,Ridge Golf Course,Breckenridge,Gratiot,48615,https://theridgegolfcourse.wixsite.com/the-ridge,Manual / Phone Only,NO,,,theridgegolfcourse@mail.com,(989) 842-1510,,https://www.google.com/maps/place/?q=place_id:ChIJBWrYrrw5IogROiXAXLjwlKc
LOW,Green Acres Golf Course,Bridgeport,Saginaw,48722,https://www.golfgreenacres.us/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf5zrB8fsI4gRD3xJHjPcCGU
LOW,Lake Side Fit,Bridgman,Berrien,49106,http://www.lsfit24.com/,Manual / Phone Only,NO,,,lakesidefitness19@gmail.com,(269) 449-3092,,https://www.google.com/maps/place/?q=place_id:ChIJKVV6p1DfEIgR0hrxFpokcj4
LOW,Bay Mills Resort & Casino,Brimley,Chippewa,49715,http://www.baymillscasinos.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJaTQg36UhNk0RNPmoZrqty1U
LOW,Wild Bluff Golf Course,Brimley,Chippewa,49715,http://www.wildbluff.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJwIgCKUhNk0RNr0gGeeSEss
LOW,Hidden River Golf & Casting Club,Brutus,Emmet,49716,https://www.hiddenriver.com/,Lightspeed/Chronogolf,NO,,,info@hiddenriver.com,(231) 529-4653,,https://www.google.com/maps/place/?q=place_id:ChIJBxLJIpeBNU0R3lzZw1-YKEg
LOW,Brookwood Golf Course,Buchanan,Berrien,49107,http://golfbrookwood.com/,foreUP,NO,,,proshop@golfbrookwood.com,269-695-7818,,https://www.google.com/maps/place/?q=place_id:ChIJvRhj838pEYgRc8GTufgYnGQ
LOW,Ironwood Golf Course,Byron Center,Kent,49315,http://www.golfironwoodgc.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ675URl23GYgRARxuUgJ2Sbc
LOW,Caberfae Peaks,Cadillac,Wexford,49601,http://www.caberfaepeaks.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ11Gjn3_5HogRXJTcTihk80M
LOW,Evergreen Golf Resort,Cadillac,Wexford,49601,http://www.evergreenresortmi.com/,Manual / Phone Only,NO,,,info@evergreenresortmi.com,(800) 634-7302,,https://www.google.com/maps/place/?q=place_id:ChIJVWsY4C4PH4gRUDiWqWo4Vuc
LOW,Eldorado Golf Course,Cadillac,Wexford,49601,http://www.golfeldorado.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQfMmznIPH4gRYXdD8Zdmhiw
LOW,Lakewood on the Green,Cadillac,Wexford,49601,http://lakewoodonthegreen.com/,Unknown Online Booking,NO,,,info@golfcourse.com,(231) 468-3344,,https://www.google.com/maps/place/?q=place_id:ChIJ0w_67fkEH4gRNG752uS4veE
LOW,Cadillac Grill,Cadillac,Wexford,49601,https://www.cadillac-grill.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQfMmznIPH4gREm9KLc29sIY
LOW,Max Swings,Cadillac,Wexford,49601,https://maxswingsgolf.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJz1yPlDkJH4gRp1gq-wTAY3Y
LOW,The Highlands,Canadian Lakes,Mecosta,49346,http://www.clpoc.org/amenity.asp?id=30,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2fX7DHPJGIgR47jhho1vwvk
LOW,The Royal Golf Course at Canadian Lakes,Canadian Lakes,Mecosta,49346,http://www.canadianlakes.org/golf/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJV_byGibIGIgRmn_3e7Y0Pow
LOW,The Pines at Canadian Lakes,Canadian Lakes,Mecosta,49346,http://www.canadianlakes.org/golf/#pines,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ61gwAEzIGIgRQEitqnjs5_s
LOW,Canadian Lakes Main Office,Canadian Lakes,Mecosta,49346,https://canadianlakes.org/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBf6_c1nIGIgR3O2enO8QHbE
